day,time,session,view,term_view,ad_click,subid1,subid2,subid3,subid4,campaign,country,keyword,useragent
2023-12-11,03:14:21,7a765e9770,0,1,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Copy 1 of Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 09.12 | best,1784800456315906|1784800451194882|1783575861848114,a2f89223-fae5-47a3-9ec5-a0a7805a2e2f,755524_Truck Driver Jobs / DE / AlexIv / [int],DE,Lkw Fahrer Ausbildung,"Mozilla/5.0 (Linux; Android 13; 220333QNY Build/TKQ1.221114.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.43 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_v"
2023-12-11,03:14:25,7a765e9770,0,0,1,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Copy 1 of Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 09.12 | best,1784800456315906|1784800451194882|1783575861848114,a2f89223-fae5-47a3-9ec5-a0a7805a2e2f,755524_Truck Driver Jobs / DE / AlexIv / [int],DE,Lkw Fahrer Ausbildung,"Mozilla/5.0 (Linux; Android 13; 220333QNY Build/TKQ1.221114.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.43 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_v"
2023-12-11,03:14:46,82edc4e208,1,0,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Copy 1 of Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 09.12 | best,1784800456313890|1784800451194882|1783575861848114,e62459fc-df3e-4590-a7bb-e54c2fa44af2,755524_Truck Driver Jobs / DE / AlexIv / [int],DE,,"Mozilla/5.0 (Linux; Android 12; CPH2095 Build/RKQ1.211119.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.66 Mobile Safari/537.36 trill_2023202040 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_version/"
2023-12-11,03:15:17,56f1426845,1,0,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Copy 1 of Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 09.12 | best,1784800456313906|1784800451194882|1783575861848114,01076756-2179-4e88-a5ea-477e2bede4b9,755524_Truck Driver Jobs / DE / AlexIv / [int],DE,,"Mozilla/5.0 (Linux; Android 13; 2306EPN60G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023205030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app"
2023-12-11,03:15:50,7972202915,1,0,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Copy 2 of Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 09.12 | best,1784880940187698|1784880931734578|1783575861848114,c0a4e9eb-b67a-44fb-bd16-7cd4956062d1,755524_Truck Driver Jobs / DE / AlexIv / [int],DE,,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 musical_ly_32.3.0 JsSdk/2.0 NetType/WIFI Channel/App Store ByteLocale/ru Region/UA isDarkMode/0 WKWebView/1 RevealType/Dialog BytedanceWeb"
2023-12-11,03:17:48,9da628605f,1,0,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Copy 1 of Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 09.12 | best,1784800456313906|1784800451194882|1783575861848114,bcfcdf3b-719e-44bc-ac2e-3a7202d861b2,755524_Truck Driver Jobs / DE / AlexIv / [int],PL,,"Mozilla/5.0 (Linux; Android 13; SM-S918B Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_v"
2023-12-11,03:19:33,8ac85d0484,1,0,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 06.12 | best,1784530996436001|1784530978809857|1783575861848114,643a4e54-daae-4078-b38e-24ab9a2d6507,755524_Truck Driver Jobs / DE / AlexIv / [int],DE,,"Mozilla/5.0 (Linux; Android 12; Note 14 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023205030 JsSdk/1.0 NetType/MOBILE Channel/googleplay AppName/musical_ly app_"
2023-12-11,03:19:38,8ac85d0484,0,1,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 06.12 | best,1784530996436001|1784530978809857|1783575861848114,643a4e54-daae-4078-b38e-24ab9a2d6507,755524_Truck Driver Jobs / DE / AlexIv / [int],DE,Lkw Fahrer Ausbildung,"Mozilla/5.0 (Linux; Android 12; Note 14 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023205030 JsSdk/1.0 NetType/MOBILE Channel/googleplay AppName/musical_ly app_"
2023-12-11,03:19:43,8ac85d0484,1,0,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 06.12 | best,1784530996436001|1784530978809857|1783575861848114,cdf77509-17b4-4985-8e65-8d1417715b80,755524_Truck Driver Jobs / DE / AlexIv / [int],DE,,"Mozilla/5.0 (Linux; Android 12; Note 14 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023205030 JsSdk/1.0 NetType/MOBILE Channel/googleplay AppName/musical_ly app_"
2023-12-11,03:20:00,8ac85d0484,0,1,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 06.12 | best,1784530996436001|1784530978809857|1783575861848114,cdf77509-17b4-4985-8e65-8d1417715b80,755524_Truck Driver Jobs / DE / AlexIv / [int],DE,Lkw Fahrer Ausbildung,"Mozilla/5.0 (Linux; Android 12; Note 14 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023205030 JsSdk/1.0 NetType/MOBILE Channel/googleplay AppName/musical_ly app_"
2023-12-11,03:20:03,8ac85d0484,0,0,1,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 06.12 | best,1784530996436001|1784530978809857|1783575861848114,cdf77509-17b4-4985-8e65-8d1417715b80,755524_Truck Driver Jobs / DE / AlexIv / [int],DE,Lkw Fahrer Ausbildung,"Mozilla/5.0 (Linux; Android 12; Note 14 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023205030 JsSdk/1.0 NetType/MOBILE Channel/googleplay AppName/musical_ly app_"
2023-12-11,03:33:56,345e984431,1,0,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 06.12 | best,1784530996436001|1784530978809857|1783575861848114,e7b9ae81-39e3-476c-b4f1-e008a343bf19,755524_Truck Driver Jobs / DE / AlexIv / [int],DE,,"Mozilla/5.0 (Linux; Android 11; SM-G780G Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.43 Mobile Safari/537.36 musical_ly_2023205030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_ve"
2023-12-11,03:34:31,d608a7f814,1,0,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Copy 2 of Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 09.12 | best,1784880940187714|1784880931734578|1783575861848114,b46cb125-c42b-4c0e-b102-e8ae025687f6,755524_Truck Driver Jobs / DE / AlexIv / [int],FR,,"Mozilla/5.0 (Linux; Android 13; V2158 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023205030 JsSdk/1.0 NetType/MOBILE Channel/googleplay AppName/musical_ly app_ve"
2023-12-11,03:34:41,d608a7f814,0,1,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Copy 2 of Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 09.12 | best,1784880940187714|1784880931734578|1783575861848114,b46cb125-c42b-4c0e-b102-e8ae025687f6,755524_Truck Driver Jobs / DE / AlexIv / [int],FR,Lkw Fahrer Ausbildung,"Mozilla/5.0 (Linux; Android 13; V2158 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023205030 JsSdk/1.0 NetType/MOBILE Channel/googleplay AppName/musical_ly app_ve"
2023-12-11,03:34:43,2666e6ea18,1,0,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Copy 2 of Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 09.12 | best,1784880940187682|1784880931734578|1783575861848114,7e8c17ab-a045-44cf-9fb2-c7c5de85b849,755524_Truck Driver Jobs / DE / AlexIv / [int],UA,,"Mozilla/5.0 (Linux; Android 11; A100 Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.66 Mobile Safari/537.36 trill_2023200040 JsSdk/1.0 NetType/MOBILE Channel/googleplay AppName/musical_ly app_version/3"
2023-12-11,03:34:50,d608a7f814,0,0,1,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Copy 2 of Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 09.12 | best,1784880940187714|1784880931734578|1783575861848114,b46cb125-c42b-4c0e-b102-e8ae025687f6,755524_Truck Driver Jobs / DE / AlexIv / [int],FR,Lkw Fahrer Ausbildung,"Mozilla/5.0 (Linux; Android 13; V2158 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023205030 JsSdk/1.0 NetType/MOBILE Channel/googleplay AppName/musical_ly app_ve"
2023-12-11,03:38:29,cf03e08877,1,0,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Copy 2 of Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 09.12 | best,1784880940187714|1784880931734578|1783575861848114,d35eecb0-703c-4e27-b87c-070926e5ed9c,755524_Truck Driver Jobs / DE / AlexIv / [int],DE,,"Mozilla/5.0 (Linux; Android 13; SM-G781B Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 trill_2022803040 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_versio"
2023-12-11,03:38:46,cf03e08877,0,1,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Copy 2 of Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 09.12 | best,1784880940187714|1784880931734578|1783575861848114,d35eecb0-703c-4e27-b87c-070926e5ed9c,755524_Truck Driver Jobs / DE / AlexIv / [int],DE,Lkw Fahrer Gesucht,"Mozilla/5.0 (Linux; Android 13; SM-G781B Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 trill_2022803040 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_versio"
2023-12-11,03:39:06,cf03e08877,0,0,1,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Copy 2 of Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 09.12 | best,1784880940187714|1784880931734578|1783575861848114,d35eecb0-703c-4e27-b87c-070926e5ed9c,755524_Truck Driver Jobs / DE / AlexIv / [int],DE,Lkw Fahrer Gesucht,"Mozilla/5.0 (Linux; Android 13; SM-G781B Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 trill_2022803040 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_versio"
2023-12-11,03:55:16,de30db7b80,1,0,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Copy 2 of Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 09.12 | best,1784880940187698|1784880931734578|1783575861848114,e250053e-8a56-4f0f-bcb0-21259f6cb43d,755524_Truck Driver Jobs / DE / AlexIv / [int],ES,,"Mozilla/5.0 (Linux; Android 12; SM-G975F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.66 Mobile Safari/537.36 trill_2023200040 JsSdk/1.0 NetType/MOBILE Channel/googleplay AppName/musical_ly app_versi"
2023-12-11,03:55:21,de30db7b80,0,1,0,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Copy 2 of Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 09.12 | best,1784880940187698|1784880931734578|1783575861848114,e250053e-8a56-4f0f-bcb0-21259f6cb43d,755524_Truck Driver Jobs / DE / AlexIv / [int],ES,Localizador de Flotas,"Mozilla/5.0 (Linux; Android 12; SM-G975F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.66 Mobile Safari/537.36 trill_2023200040 JsSdk/1.0 NetType/MOBILE Channel/googleplay AppName/musical_ly app_versi"
2023-12-11,03:55:27,de30db7b80,0,0,1,Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 25.11,Copy 2 of Iva1 - Tonic | 755524 - Truck Driver Jobs / DE / AlexIv / [rus] | 09.12 | best,1784880940187698|1784880931734578|1783575861848114,e250053e-8a56-4f0f-bcb0-21259f6cb43d,755524_Truck Driver Jobs / DE / AlexIv / [int],ES,Localizador de Flotas,"Mozilla/5.0 (Linux; Android 12; SM-G975F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.66 Mobile Safari/537.36 trill_2023200040 JsSdk/1.0 NetType/MOBILE Channel/googleplay AppName/musical_ly app_versi"
2023-12-11,03:00:06,07f3c76748,1,0,0,Iva1 - Tonic | 767490 - Truck Driver Jobs / ZA / AlexIv / [eng] | 24.10,Iva1 - Tonic | 767490 - Truck Driver Jobs / ZA / AlexIv / [eng] | 06.12 | coca,1784532642741266|1784532648788001|1780611931035650,fae509bf-fd19-4efc-964b-2161e899f817,767490_Truck Driver Jobs / ZA / AlexIv / [int],ZA,,"Mozilla/5.0 (Linux; Android 10; TECNO KE5 Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 Channel/release AppName/ultralite app_version/26.2.3 Region/ZA ByteLocale/en ByteFullLo"
2023-12-11,03:00:51,9baaa9e749,0,1,0,Iva1 - Tonic | 767490 - Truck Driver Jobs / ZA / AlexIv / [eng] | 24.10,Copy 1 of Iva1 - Tonic | 767490 - Truck Driver Jobs / ZA / AlexIv / [eng] | 09.12 | coca,1784800149484545|1784800149781553|1780611931035650,b65f7b47-02b7-4832-a31d-43fb9c44d8bb,767490_Truck Driver Jobs / ZA / AlexIv / [int],ZA,Local Truck Driving Jobs,"Mozilla/5.0 (Linux; Android 13; SM-A245F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.43 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_ve"
2023-12-11,03:00:58,1c0a39f72c,1,0,0,Iva1 - Tonic | 767490 - Truck Driver Jobs / ZA / AlexIv / [eng] | 24.10,Iva1 - Tonic | 767490 - Truck Driver Jobs / ZA / AlexIv / [eng] | 06.12 | coca,1784532642741298|1784532648788001|1780611931035650,4da0cf57-92ff-489a-9d0f-269f2390e638,767490_Truck Driver Jobs / ZA / AlexIv / [int],ZA,,"Mozilla/5.0 (Linux; Android 13; SM-A235F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/117.0.0.0 Mobile Safari/537.36  trill_2022607050 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_version/26"
2023-12-11,03:01:31,6c452d422a,1,0,0,Iva1 - Tonic | 767490 - Truck Driver Jobs / ZA / AlexIv / [eng] | 24.10,Copy 2 of Iva1 - Tonic | 767490 - Truck Driver Jobs / ZA / AlexIv / [eng] | 09.12 | coca,1784800157948961|1784800153815042|1780611931035650,e9877773-f882-4555-ba0b-0163c39d5a5b,767490_Truck Driver Jobs / ZA / AlexIv / [int],ZA,,"Mozilla/5.0 (Linux; Android 13; SM-A042F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_v"
2023-12-11,03:01:50,6c452d422a,0,1,0,Iva1 - Tonic | 767490 - Truck Driver Jobs / ZA / AlexIv / [eng] | 24.10,Copy 2 of Iva1 - Tonic | 767490 - Truck Driver Jobs / ZA / AlexIv / [eng] | 09.12 | coca,1784800157948961|1784800153815042|1780611931035650,e9877773-f882-4555-ba0b-0163c39d5a5b,767490_Truck Driver Jobs / ZA / AlexIv / [int],ZA,Truck Driver Jobs Uk,"Mozilla/5.0 (Linux; Android 13; SM-A042F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_v"
2023-12-11,03:02:02,6c452d422a,0,0,1,Iva1 - Tonic | 767490 - Truck Driver Jobs / ZA / AlexIv / [eng] | 24.10,Copy 2 of Iva1 - Tonic | 767490 - Truck Driver Jobs / ZA / AlexIv / [eng] | 09.12 | coca,1784800157948961|1784800153815042|1780611931035650,e9877773-f882-4555-ba0b-0163c39d5a5b,767490_Truck Driver Jobs / ZA / AlexIv / [int],ZA,Truck Driver Jobs Uk,"Mozilla/5.0 (Linux; Android 13; SM-A042F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/119.0.6045.193 Mobile Safari/537.36 musical_ly_2023204030 JsSdk/1.0 NetType/WIFI Channel/googleplay AppName/musical_ly app_v"
